node,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,NaT
CP03ISSP-SP001,,,,,,,,,,,,,,,,,,,,,0.21774193548387097,0.12096774193548386,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP04OSPM-WFP01,,,,,,0.4933333333333333,0.9225806451612903,0.9,0.9225806451612903,0.9032258064516128,0.9199999999999999,0.9161290322580644,0.9533333333333334,0.9741935483870968,0.9741935483870968,0.9714285714285715,0.967741935483871,0.9666666666666668,0.9032258064516128,0.9199999999999999,0.9225806451612903,0.9419354838709676,0.9733333333333334,0.9483870967741936,0.9,0.9225806451612903,0.9032258064516128,0.9172413793103449,0.9225806451612903,0.9199999999999999,0.8,0.9600000000000002,0.967741935483871,0.9741935483870968,0.8733333333333334,0.3419354838709678,,,,,,,,0.7733333333333333,0.9032258064516128,0.9225806451612903,0.9199999999999999,,
CP04OSSM-MFD35,,,,,,,,,,,,,,,,,,,0.06451612903225806,,,,,0.12903225806451613,0.21333333333333332,0.14838709677419354,0.16774193548387098,0.006896551724137931,,0.013333333333333332,0.08387096774193548,0.42000000000000004,0.5032258064516129,0.5741935483870968,0.45999999999999996,0.18064516129032257,,,,,,,,0.6,,,,,
CP04OSSM-MFD37,,,,,,,,,,,,,,,,,,,0.09677419354838708,,,,,0.21505376344086022,0.6666666666666666,0.5376344086021505,0.5913978494623656,0.16091954022988506,,,0.16129032258064516,1.0,1.0,0.956989247311828,0.6666666666666666,0.2795698924731183,,,,,,,,0.7222222222222222,,,,,
CP04OSSM-RID26,,,,,,,,,,,,,,0.6209677419354839,0.967741935483871,0.9642857142857143,0.9596774193548387,0.95,0.7741935483870968,0.7166666666666667,0.717741935483871,0.7096774193548387,0.7083333333333334,0.467741935483871,,,,0.017241379310344827,0.282258064516129,,0.12096774193548387,0.5333333333333333,0.45967741935483875,0.45967741935483875,0.4166666666666667,0.6048387096774193,0.7166666666666667,0.717741935483871,0.7096774193548387,0.7142857142857143,0.7096774193548387,0.675,0.685483870967742,0.9166666666666666,0.9596774193548387,0.45967741935483875,0.8666666666666667,,
CP04OSSM-RID27,,,,,,,,,,,,,,0.6048387096774193,0.935483870967742,0.9285714285714286,0.9193548387096775,0.8666666666666667,0.8870967741935485,0.9,0.8790322580645162,0.7580645161290324,0.7916666666666667,0.5887096774193548,,,,0.05172413793103448,0.3548387096774194,,0.14516129032258063,0.9333333333333333,0.9193548387096775,0.9193548387096775,0.8500000000000001,0.846774193548387,0.9,0.903225806451613,0.8790322580645162,0.8928571428571429,0.8790322580645162,0.8333333333333334,0.7822580645161291,0.8666666666666667,0.8790322580645162,0.41129032258064513,0.9,,
CP04OSSM-SBD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP04OSSM-SBD12,,,,,,,,,,,,,,,,,,,0.7419354838709677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5806451612903226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,,,,,0.8333333333333334,0.1935483870967742,0.5483870967741935,1.0,,
CP05MOAS-A6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP05MOAS-A6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP05MOAS-GL335,,,,,,,,,,,,0.7806451612903227,0.7933333333333333,0.33548387096774196,,,,,,,,,,0.4645161290322581,0.26666666666666666,,,,,0.37333333333333335,0.12903225806451613,0.68,,,,,,,,,,,,,,,,,
CP05MOAS-GL336,,,,,,,,,,,,,,,0.6774193548387096,0.37142857142857144,,,,,,,,,,,,,,,,,,0.16129032258064516,0.006666666666666666,0.6838709677419355,0.9133333333333333,0.4645161290322581,0.4193548387096774,0.8,0.8,0.5133333333333333,,,,0.3870967741935484,0.7933333333333333,,
CP05MOAS-GL339,,,,,,,,,,,,,,,0.5935483870967742,0.8,0.8,0.7466666666666667,,,,,,,,,0.3096774193548387,0.8,0.8,0.42666666666666664,,,,,,,,,0.3870967741935484,0.7928571428571429,0.8,0.4733333333333333,,,,,,,
CP05MOAS-GL340,,,,,,,,,,,,0.832258064516129,0.8333333333333334,0.25806451612903225,,,,,0.6451612903225806,0.7466666666666667,,,,,,,0.025806451612903226,,,,,,,,,,,,,,,0.05333333333333333,,,,0.3870967741935484,0.8,,
CP05MOAS-GL374,,,,,,0.5,0.8451612903225806,0.8,0.25161290322580643,,,,,,,,,,0.5935483870967742,0.8,0.567741935483871,,,,,,,,,,0.07741935483870968,0.8,0.8,0.2064516129032258,,,,,,,,,,,,,,,
CP05MOAS-GL375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP05MOAS-GL376,,,,,,,,,,,,0.8387096774193548,1.0,0.3161290322580645,,,,,,,,,,0.4903225806451613,0.8,,0.18064516129032257,,,,0.12903225806451613,0.8,0.8,0.2064516129032258,,,,,,,,,,,,,,,
CP05MOAS-GL379,,,,,,0.5333333333333333,0.870967741935484,0.8,0.15483870967741936,,,,,,,,,,0.5935483870967742,0.6666666666666667,,,,,,,0.2838709677419355,0.8,0.8,0.8,0.4645161290322581,,,,,,,,,,,,,,,,,,
CP05MOAS-GL380,,,,,,,,,,,,0.6451612903225806,0.8,0.8,0.1032258064516129,,,,,,0.23225806451612904,0.8,0.8,0.36129032258064514,,,,,,,,,,,,,,,,,,,,,,,,,
CP05MOAS-GL387,,,,,,0.5,0.03225806451612903,,,,,,,,0.5419354838709677,0.7428571428571429,,,,,,,,0.4645161290322581,0.6666666666666667,,,,,0.72,0.8,0.8,0.3419354838709677,,,,,,,,,0.30666666666666664,0.7612903225806452,0.76,0.03225806451612903,,,,
CP05MOAS-GL388,,,,,,,,,,,,0.8387096774193548,0.9066666666666666,0.3096774193548387,,,,,,,,,,0.25806451612903225,0.8,0.8,0.33548387096774196,,,,,,,0.5935483870967742,0.72,,,,0.4064516129032258,0.8,0.8,0.4666666666666666,,,,,,,
CP05MOAS-GL389,,,,,,,,,,,,,,,0.6774193548387096,0.9785714285714284,0.8,0.8,0.05161290322580645,,,,,0.4903225806451613,0.8,0.7935483870967742,0.33548387096774196,,,,,,,,,,,,,,,0.30666666666666664,0.7612903225806452,0.74,,,,,
CP05MOAS-PG564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40322580645161293,0.8333333333333334,,
CP05MOAS-PG583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
