refdes,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,NaT
CP02PMCI-WFP01-03-CTDPFK000,,,,,,,,,,0.4,0.8709677419354839,0.8333333333333334,0.6774193548387096,,,0.5806451612903226,0.7666666666666667,,,,,,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8620689655172413,0.8709677419354839,0.8666666666666667,0.8064516129032258,,0.8064516129032258,0.8709677419354839,0.8666666666666667,0.8064516129032258,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.17857142857142858,,,,0.4,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMCI-WFP01-04-FLORTK000,,,,,,,,,,0.4666666666666667,1.0,1.0,0.8064516129032258,,,0.6774193548387096,0.9333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,,0.967741935483871,1.0,1.0,0.967741935483871,1.0,1.0,1.0,0.25,,,,0.4666666666666667,1.0,1.0,1.0,,
CP02PMCI-WFP01-05-PARADK000,,,,,,,,,,0.4666666666666667,1.0,1.0,0.8064516129032258,,,0.6774193548387096,0.9333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,0.9310344827586207,0.9354838709677419,0.9333333333333333,0.9032258064516129,,0.967741935483871,1.0,1.0,0.967741935483871,1.0,1.0,1.0,0.25,,,,0.4666666666666667,1.0,1.0,1.0,,
CP02PMCO-RII01-02-ADCPTG010,,,,,,,,,,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9354838709677419,1.0,1.0,1.0,1.0,0.0967741935483871,,0.3870967741935484,1.0,1.0,1.0,0.16666666666666666,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7741935483870968,0.967741935483871,0.4666666666666667,,
CP02PMCO-WFP01-01-VEL3DK000,,,,,,,,,,0.5333333333333333,0.8709677419354839,0.8333333333333334,0.6129032258064516,0.1935483870967742,,0.7096774193548387,0.8333333333333334,0.8709677419354839,0.8709677419354839,0.8571428571428571,0.8387096774193549,0.8666666666666667,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8064516129032258,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8620689655172413,0.06451612903225806,,0.2903225806451613,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.13333333333333333,0.8064516129032258,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8571428571428571,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.4666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMCO-WFP01-02-DOFSTK000,,,,,,,,,,0.5333333333333333,0.8709677419354839,0.8333333333333334,0.5806451612903226,,,0.7096774193548387,0.8333333333333334,0.8709677419354839,0.8709677419354839,0.8571428571428571,0.8387096774193549,0.8333333333333334,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.7741935483870968,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8620689655172413,0.06451612903225806,,0.2903225806451613,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.13333333333333333,0.8064516129032258,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8571428571428571,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMCO-WFP01-03-CTDPFK000,,,,,,,,,,0.5333333333333333,0.8709677419354839,0.8333333333333334,0.5806451612903226,,,0.7096774193548387,0.8333333333333334,0.8709677419354839,0.8709677419354839,0.8571428571428571,0.8387096774193549,0.8666666666666667,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8064516129032258,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8620689655172413,0.06451612903225806,,0.2903225806451613,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.13333333333333333,0.8064516129032258,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8571428571428571,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMCO-WFP01-04-FLORTK000,,,,,,,,,,0.6,1.0,1.0,0.7096774193548387,,,0.8064516129032258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9354838709677419,1.0,1.0,1.0,1.0,0.0967741935483871,,0.3548387096774194,1.0,1.0,1.0,0.16666666666666666,0.9354838709677419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
CP02PMCO-WFP01-05-PARADK000,,,,,,,,,,0.6,1.0,1.0,0.7096774193548387,,,0.8064516129032258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9354838709677419,1.0,1.0,1.0,1.0,0.0967741935483871,,0.3548387096774194,1.0,1.0,1.0,0.16666666666666666,0.9354838709677419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
CP02PMUI-RII01-02-ADCPTG010,,,,,,,,,,0.6333333333333333,1.0,1.0,1.0,1.0,1.0,0.6129032258064516,1.0,0.41935483870967744,,,,,0.9354838709677419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.3548387096774194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4642857142857143,,,,0.4666666666666667,1.0,1.0,1.0,,
CP02PMUI-WFP01-01-VEL3DK000,,,,,0.23333333333333334,0.25806451612903225,,,,0.5333333333333333,0.8709677419354839,0.8333333333333334,0.6129032258064516,0.1935483870967742,,0.3225806451612903,,,,,,,0.8064516129032258,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8620689655172413,0.8709677419354839,0.06666666666666667,0.2903225806451613,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.39285714285714285,,,,0.4,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMUI-WFP01-02-DOFSTK000,,,,,0.23333333333333334,0.25806451612903225,,,,0.5333333333333333,0.8709677419354839,0.8333333333333334,0.5806451612903226,,,0.3225806451612903,,,,,,,0.8064516129032258,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8620689655172413,0.8709677419354839,0.06666666666666667,0.2903225806451613,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.39285714285714285,,,,0.4,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMUI-WFP01-03-CTDPFK000,,,,,0.23333333333333334,0.25806451612903225,,,,0.5333333333333333,0.8709677419354839,0.8333333333333334,0.5806451612903226,,,0.3225806451612903,,,,,,,0.8064516129032258,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8620689655172413,0.8709677419354839,0.06666666666666667,0.2903225806451613,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.39285714285714285,,,,0.4,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMUI-WFP01-04-FLORTK000,,,,,0.23333333333333334,0.3225806451612903,,,,0.6333333333333333,1.0,1.0,0.6774193548387096,,,0.3870967741935484,,,,,,,0.9354838709677419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.3225806451612903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4642857142857143,,,,0.43333333333333335,1.0,1.0,1.0,,
CP02PMUI-WFP01-05-PARADK000,,,,,0.23333333333333334,0.3225806451612903,,,,0.6333333333333333,1.0,1.0,0.6774193548387096,,,0.3870967741935484,,,,,,,0.9354838709677419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.3225806451612903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4642857142857143,,,,0.43333333333333335,1.0,1.0,1.0,,
CP02PMUO-RII01-02-ADCPSL010,,,,,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709677419354839,,,,,,,,,0.6129032258064516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
CP02PMUO-WFP01-01-VEL3DK000,,,,,0.03333333333333333,,,,,0.5,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8333333333333334,0.7741935483870968,0.8333333333333334,0.8709677419354839,0.7096774193548387,,,0.03333333333333333,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.0967741935483871,,,,,,,0.3548387096774194,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.8571428571428571,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMUO-WFP01-02-DOFSTK000,,,,,0.03333333333333333,,,,,0.5,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8387096774193549,0.8333333333333334,0.8709677419354839,0.7419354838709677,,,0.03333333333333333,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.9666666666666667,0.0967741935483871,,,,,,,0.3548387096774194,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.9333333333333333,0.9032258064516129,1.0,1.0,1.0,0.9285714285714286,0.8709677419354839,0.9,0.9032258064516129,0.9,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMUO-WFP01-03-CTDPFK000,,,,,0.03333333333333333,,,,,0.5,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8333333333333334,0.8709677419354839,0.7419354838709677,,,0.03333333333333333,0.8387096774193549,0.8666666666666667,0.8709677419354839,0.8387096774193549,0.9666666666666667,0.0967741935483871,,,,,,,0.3548387096774194,0.8666666666666667,0.8387096774193549,0.8709677419354839,0.9333333333333333,0.9032258064516129,1.0,1.0,1.0,0.9285714285714286,0.8709677419354839,0.9,0.9032258064516129,0.9,0.8387096774193549,0.8709677419354839,0.8666666666666667,,
CP02PMUO-WFP01-04-FLORTK000,,,,,0.06666666666666667,,,,,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709677419354839,,,0.03333333333333333,1.0,1.0,1.0,1.0,1.0,0.16129032258064516,,,,,,,0.41935483870967744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
CP02PMUO-WFP01-05-PARADK000,,,,,0.06666666666666667,,,,,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709677419354839,,,0.03333333333333333,1.0,1.0,1.0,1.0,1.0,0.16129032258064516,,,,,,,0.41935483870967744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
CP03ISPM-RII01-02-ADCPTG010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP03ISPM-WFP01-01-VEL3DK000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP03ISPM-WFP01-02-DOFSTK000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP03ISPM-WFP01-03-CTDPFK000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP03ISPM-WFP01-04-FLORTK000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP03ISPM-WFP01-05-PARADK000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP03ISSM-MFD35-01-ADCPTF000,,,,,,,,,,,,,,,,,,0.03225806451612903,,,,,0.03225806451612903,,,,,0.3548387096774194,0.13333333333333333,,,,,,0.12903225806451613,0.4666666666666667,,,,0.6774193548387096,1.0,1.0,0.8387096774193549,0.10714285714285714,,,,0.5333333333333333,1.0,0.5806451612903226,1.0,,
CP03ISSM-MFD35-02-PRESFB000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP03ISSM-MFD35-04-VELPTA000,,,,,,,,,,,,,,,,,,,,,,,0.7419354838709677,1.0,1.0,0.6451612903225806,,0.3548387096774194,0.13333333333333333,,,,,,0.12903225806451613,1.0,0.9354838709677419,1.0,0.2,0.7096774193548387,0.9333333333333333,1.0,0.8387096774193549,0.07142857142857142,,,,,,,,,
CP03ISSM-MFD35-05-PCO2WB000,,,,,,,,,,,,,,,,,,,,,,,0.1935483870967742,0.3,0.22580645161290322,0.16129032258064516,,0.2903225806451613,0.1,,,,,,0.12903225806451613,0.16666666666666666,,,,0.6451612903225806,0.9666666666666667,0.1935483870967742,,,,,,0.5333333333333333,1.0,0.5806451612903226,1.0,,
CP03ISSM-MFD35-06-PHSEND000,,,,,,,,,,,,,,,,,,0.12903225806451613,,,,,0.7419354838709677,1.0,1.0,0.6451612903225806,,,,,,,,,,,,,,0.6774193548387096,1.0,0.8064516129032258,0.22580645161290322,,,,,0.5333333333333333,1.0,0.5806451612903226,1.0,,
CP03ISSM-MFD37-01-OPTAAD000,,,,,,,,,,,,,,,,,,0.16129032258064516,,,,,0.6451612903225806,0.8666666666666667,0.8709677419354839,0.5161290322580645,,0.3548387096774194,0.13333333333333333,,,,,,0.12903225806451613,1.0,0.9354838709677419,1.0,0.5333333333333333,0.6451612903225806,0.8666666666666667,0.8709677419354839,0.6774193548387096,0.07142857142857142,,,,0.4666666666666667,0.8387096774193549,0.4838709677419355,0.8666666666666667,,
