array,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,NaT
CP,0.0335016835016835,0.08031932225480612,0.05734767025089606,0.0321067821067821,0.005050505050505051,0.11767676767676771,0.18084066471163243,0.1742424242424242,0.12724014336917566,0.06907787552948842,0.0664983164983165,0.20250896057347664,0.21531986531986527,0.18654284783317046,0.1811665037471489,0.1639610389610389,0.1306614532420984,0.1304713804713805,0.304659498207885,0.3146464646464648,0.26327794069729543,0.27386770935158034,0.25555555555555554,0.2857608341479306,0.2777777777777778,0.23134571521668296,0.22287390029325527,0.21543016370602586,0.19420006516780713,0.14595959595959593,0.194200065167807,0.37138047138047153,0.350928641251222,0.33756924079504713,0.2764309764309764,0.2934180514825677,0.30673400673400675,0.27680026067122826,0.2704463994786574,0.23484848484848486,0.20478983382209193,0.18063973063973068,0.16536331052460077,0.31801346801346797,0.32535027696318,0.28494623655913975,0.37744107744107747,,
