array,2013-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,NaT
RS,0.00042444821731748726,0.028438030560271645,0.193859649122807,0.5110356536502546,0.4276315789473683,0.4303904923599318,0.5492359932088285,0.5286654135338347,0.5415959252971139,0.5425438596491228,0.5522071307300509,0.5171052631578947,0.48769100169779295,0.5449915110356537,0.5478070175438596,0.5382003395585739,0.5328947368421053,0.5343803056027164,0.529711375212224,0.5217785843920144,0.5229202037351444,0.46228070175438596,0.49235993208828527,0.4881578947368421,0.4919354838709678,0.5483870967741935,0.5394736842105263,0.5492359932088285,0.5364035087719298,0.5076400679117148,0.4507640067911714,0.3717105263157895,0.3701188455008489,0.362280701754386,0.3616298811544992,0.3631578947368421,0.3425297113752123,0.45925297113752134,0.45438596491228067,,
