array,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06
CE,0%,,,,,,,,,5%,8%,5%,3%,1%,1%,17%,19%,14%,14%,16%,15%,32%,34%,41%,35%,36%,28%,38%,38%,28%,28%,25%,22%,19%,33%,39%,34%,31%,29%,39%,35%,34%,24%,24%,20%,25%,30%,25%
