array,2013-07,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,NaT
CE,0.002024564718585504,0.051324965132496535,0.07855311108111755,0.051882845188284524,0.02699419624780671,0.012417330273991087,0.00906555090655509,0.17033337832366036,0.19497907949790802,0.14414900796328786,0.14266432716965854,0.16228332337118945,0.1457686597381563,0.32092050209205036,0.34120664057227706,0.4080892608089258,0.3474153057092725,0.349034957484141,0.2743375174337517,0.36806586583884443,0.36680613668061324,0.2727763530840869,0.2695370495343499,0.25075746645505703,0.2212174382507761,0.18437935843793585,0.3302739910919151,0.3861924686192465,0.3409366986097989,0.30759886624375754,0.296373779637378,0.4547172357943045,0.43389121338912107,0.41139155081657464,0.29639627480091807,0.2522414823670053,0.23862869483061142,0.3440725244072526,0.45269267107571887,0.38912133891213363,0.3286543393170469,0.352274261033878,0.289958158995816,,
